	acc_F	acc_P	acc_C	f1_P	f1_C	f1_F	network
0	0.19231980880995053	0.20933852140077822	0.4693786850621221	0.2516345535366746	0.46618131908321125	0.27300025372434883	y2h
1	0.26262870799289245	0.30856031128404665	0.5349054704000824	0.3201556123383984	0.5196301684781026	0.30585728669286893	coip
