GeneID	#PubMed	Symbol
150051	1	TIAM1-AS1
127888550	1	LOC127888550
127888562	1	LOC127888562
127888561	1	LOC127888561
127888560	1	LOC127888560
127888559	1	LOC127888559
127888558	1	LOC127888558
127888557	1	LOC127888557
127888556	1	LOC127888556
127888555	1	LOC127888555
127888554	1	LOC127888554
127888553	1	LOC127888553
127888552	1	LOC127888552
109617017	1	SNORD3K
127888520	1	LOC127888520
127888518	1	LOC127888518
109617012	1	SNORD53B
127888473	1	LOC127888473
127888485	1	LOC127888485
127888484	1	LOC127888484
127888483	1	LOC127888483
127888482	1	LOC127888482
127888481	1	LOC127888481
127888480	1	LOC127888480
127888479	1	LOC127888479
127888478	1	LOC127888478
127888477	1	LOC127888477
127888476	1	LOC127888476
127888475	1	LOC127888475
151760	1	LOC151760
109617013	1	SNORD63B
151658	1	LINC00635
127888471	1	LOC127888471
127888470	1	LOC127888470
127888469	1	LOC127888469
127888468	1	LOC127888468
127888467	1	LOC127888467
127888466	1	LOC127888466
127888465	1	LOC127888465
127888464	1	LOC127888464
127888463	1	LOC127888463
127888462	1	LOC127888462
127888461	1	LOC127888461
127888460	1	LOC127888460
127888486	1	LOC127888486
151579	1	BZW1P2
127888517	1	LOC127888517
127888503	1	LOC127888503
150596	1	LINC01931
127888515	1	LOC127888515
150928	1	PTMAP5
109617014	1	SNORD74B
127888511	1	LOC127888511
127888510	1	LOC127888510
127888509	1	LOC127888509
127888508	1	LOC127888508
150947	1	PPIL1P1
150992	1	LINC00309
110121231	1	LOC110121231
151276	1	TXNP5
127888502	1	LOC127888502
127888489	1	LOC127888489
127888501	1	LOC127888501
127888500	1	LOC127888500
110121232	1	LOC110121232
127888498	1	LOC127888498
127888497	1	LOC127888497
127888496	1	LOC127888496
127888495	1	LOC127888495
127888494	1	LOC127888494
127888493	1	LOC127888493
151475	1	LINC01907
110121233	1	LOC110121233
127888490	1	LOC127888490
127888577	1	LOC127888577
127888578	1	LOC127888578
127888579	1	LOC127888579
109617020	1	SNORD13E
127888665	1	LOC127888665
149478	1	BTBD19
127888663	1	LOC127888663
127888662	1	LOC127888662
127888661	1	LOC127888661
127888660	1	LOC127888660
127888659	1	LOC127888659
127888658	1	LOC127888658
127888657	1	LOC127888657
127888656	1	LOC127888656
127888655	1	LOC127888655
127888654	1	LOC127888654
127888652	1	LOC127888652
127888667	1	LOC127888667
127888651	1	LOC127888651
127888650	1	LOC127888650
127888649	1	LOC127888649
127888648	1	LOC127888648
127888647	1	LOC127888647
127888646	1	LOC127888646
127888645	1	LOC127888645
127888644	1	LOC127888644
127888643	1	LOC127888643
127888642	1	LOC127888642
149684	1	LOC149684
127888640	1	LOC127888640
127888666	1	LOC127888666
127888668	1	LOC127888668
127888580	1	LOC127888580
127888683	1	LOC127888683
127888695	1	LOC127888695
127888694	1	LOC127888694
127888693	1	LOC127888693
127888692	1	LOC127888692
127888691	1	LOC127888691
127888690	1	LOC127888690
109617022	1	SNORA15B-2
109617021	1	SNORD13B-2
127888687	1	LOC127888687
127888686	1	LOC127888686
127888685	1	LOC127888685
127888684	1	LOC127888684
127888682	1	LOC127888682
127888669	1	LOC127888669
127888681	1	LOC127888681
127888680	1	LOC127888680
127888679	1	LOC127888679
127888678	1	LOC127888678
127888677	1	LOC127888677
127888676	1	LOC127888676
127888675	1	LOC127888675
127888674	1	LOC127888674
127888673	1	LOC127888673
127888672	1	LOC127888672
127888671	1	LOC127888671
127888670	1	LOC127888670
127888639	1	LOC127888639
127888638	1	LOC127888638
127888637	1	LOC127888637
127888594	1	LOC127888594
127888606	1	LOC127888606
127888605	1	LOC127888605
127888604	1	LOC127888604
127888603	1	LOC127888603
127888602	1	LOC127888602
127888601	1	LOC127888601
127888600	1	LOC127888600
127888599	1	LOC127888599
127888598	1	LOC127888598
127888597	1	LOC127888597
127888596	1	LOC127888596
127888595	1	LOC127888595
127888593	1	LOC127888593
127888636	1	LOC127888636
127888592	1	LOC127888592
127888591	1	LOC127888591
127888590	1	LOC127888590
127888589	1	LOC127888589
127888588	1	LOC127888588
127888587	1	LOC127888587
127888586	1	LOC127888586
127888585	1	LOC127888585
127888584	1	LOC127888584
127888583	1	LOC127888583
127888582	1	LOC127888582
127888581	1	LOC127888581
127888607	1	LOC127888607
127888608	1	LOC127888608
127888609	1	LOC127888609
127888610	1	LOC127888610
127888635	1	LOC127888635
127888634	1	LOC127888634
127888633	1	LOC127888633
127888632	1	LOC127888632
127888631	1	LOC127888631
127888630	1	LOC127888630
109617019	1	SNORD13B-1
127888628	1	LOC127888628
127888627	1	LOC127888627
149844	1	LOC149844
110121225	1	LOC110121225
127888624	1	LOC127888624
127888623	1	LOC127888623
127888622	1	LOC127888622
127888621	1	LOC127888621
127888620	1	LOC127888620
127888619	1	LOC127888619
127888618	1	LOC127888618
127888617	1	LOC127888617
109617018	1	SNORD13H
127888615	1	LOC127888615
127888614	1	LOC127888614
127888613	1	LOC127888613
127888612	1	LOC127888612
127888611	1	LOC127888611
127888459	1	LOC127888459
127888457	1	LOC127888457
127888697	1	LOC127888697
127888294	1	LOC127888294
127888306	1	LOC127888306
110121241	1	LOC110121241
127888304	1	LOC127888304
127888303	1	LOC127888303
127888302	1	LOC127888302
127888301	1	LOC127888301
127888300	1	LOC127888300
127888299	1	LOC127888299
127888298	1	LOC127888298
127888297	1	LOC127888297
127888296	1	LOC127888296
127888295	1	LOC127888295
127888293	1	LOC127888293
127888308	1	LOC127888308
127888292	1	LOC127888292
127888291	1	LOC127888291
127888290	1	LOC127888290
127888289	1	LOC127888289
127888288	1	LOC127888288
127888287	1	LOC127888287
127888286	1	LOC127888286
127888285	1	LOC127888285
127888284	1	LOC127888284
127888283	1	LOC127888283
127888282	1	LOC127888282
127888281	1	LOC127888281
127888307	1	LOC127888307
127888309	1	LOC127888309
127888279	1	LOC127888279
127888324	1	LOC127888324
127888336	1	LOC127888336
127888335	1	LOC127888335
127888334	1	LOC127888334
127888333	1	LOC127888333
127888332	1	LOC127888332
127888331	1	LOC127888331
127888330	1	LOC127888330
127888329	1	LOC127888329
127888328	1	LOC127888328
110121240	1	LOC110121240
127888326	1	LOC127888326
127888325	1	LOC127888325
127888323	1	LOC127888323
127888310	1	LOC127888310
127888322	1	LOC127888322
127888321	1	LOC127888321
127888320	1	LOC127888320
127888319	1	LOC127888319
127888318	1	LOC127888318
127888317	1	LOC127888317
127888316	1	LOC127888316
127888315	1	LOC127888315
127888314	1	LOC127888314
127888313	1	LOC127888313
127888312	1	LOC127888312
127888311	1	LOC127888311
127888280	1	LOC127888280
127888278	1	LOC127888278
127888456	1	LOC127888456
127888234	1	LOC127888234
127888246	1	LOC127888246
127888245	1	LOC127888245
127888244	1	LOC127888244
110121242	1	LOC110121242
127888242	1	LOC127888242
127888241	1	LOC127888241
127888240	1	LOC127888240
127888239	1	LOC127888239
127888238	1	LOC127888238
127888237	1	LOC127888237
127888236	1	LOC127888236
127888235	1	LOC127888235
127888233	1	LOC127888233
127888248	1	LOC127888248
127888232	1	LOC127888232
127888231	1	LOC127888231
127888230	1	LOC127888230
127888229	1	LOC127888229
127888228	1	LOC127888228
127888227	1	LOC127888227
127888226	1	LOC127888226
127888225	1	LOC127888225
127888224	1	LOC127888224
127888223	1	LOC127888223
127888222	1	LOC127888222
127888221	1	LOC127888221
127888247	1	LOC127888247
127888249	1	LOC127888249
127888277	1	LOC127888277
127888264	1	LOC127888264
127888276	1	LOC127888276
127888275	1	LOC127888275
127888274	1	LOC127888274
127888273	1	LOC127888273
127888272	1	LOC127888272
127888271	1	LOC127888271
127888270	1	LOC127888270
127888269	1	LOC127888269
127888268	1	LOC127888268
127888267	1	LOC127888267
127888266	1	LOC127888266
127888265	1	LOC127888265
127888263	1	LOC127888263
127888250	1	LOC127888250
127888262	1	LOC127888262
127888261	1	LOC127888261
127888260	1	LOC127888260
127888259	1	LOC127888259
127888258	1	LOC127888258
127888257	1	LOC127888257
127888256	1	LOC127888256
127888255	1	LOC127888255
127888254	1	LOC127888254
127888253	1	LOC127888253
127888252	1	LOC127888252
127888251	1	LOC127888251
127888337	1	LOC127888337
127888338	1	LOC127888338
127888339	1	LOC127888339
127888413	1	LOC127888413
127888425	1	LOC127888425
127888424	1	LOC127888424
127888423	1	LOC127888423
127888422	1	LOC127888422
127888421	1	LOC127888421
127888420	1	LOC127888420
127888419	1	LOC127888419
127888418	1	LOC127888418
127888417	1	LOC127888417
127888416	1	LOC127888416
127888415	1	LOC127888415
127888414	1	LOC127888414
127888412	1	LOC127888412
127888427	1	LOC127888427
127888411	1	LOC127888411
127888410	1	LOC127888410
127888409	1	LOC127888409
127888408	1	LOC127888408
127888407	1	LOC127888407
109617011	1	SNORD28B
127888405	1	LOC127888405
127888404	1	LOC127888404
110121237	1	LOC110121237
127888402	1	LOC127888402
127888401	1	LOC127888401
127888400	1	LOC127888400
127888426	1	LOC127888426
127888428	1	LOC127888428
153842	1	SEM1P1
127888443	1	LOC127888443
127888455	1	LOC127888455
127888454	1	LOC127888454
127888453	1	LOC127888453
127888452	1	LOC127888452
127888451	1	LOC127888451
127888450	1	LOC127888450
127888449	1	LOC127888449
127888448	1	LOC127888448
127888447	1	LOC127888447
127888446	1	LOC127888446
127888445	1	LOC127888445
127888444	1	LOC127888444
127888442	1	LOC127888442
127888429	1	LOC127888429
127888441	1	LOC127888441
127888440	1	LOC127888440
127888439	1	LOC127888439
127888438	1	LOC127888438
152101	1	VENTXP4
152274	1	LINC02011
127888435	1	LOC127888435
127888434	1	LOC127888434
127888433	1	LOC127888433
127888432	1	LOC127888432
127888431	1	LOC127888431
127888430	1	LOC127888430
127888399	1	LOC127888399
127888398	1	LOC127888398
127888397	1	LOC127888397
110121239	1	LOC110121239
152667	1	FAM192BP
127888365	1	LOC127888365
127888364	1	LOC127888364
127888363	1	LOC127888363
127888362	1	LOC127888362
127888361	1	LOC127888361
127888360	1	LOC127888360
127888359	1	LOC127888359
127888358	1	LOC127888358
127888357	1	LOC127888357
127888356	1	LOC127888356
127888355	1	LOC127888355
127888353	1	LOC127888353
127888396	1	LOC127888396
127888352	1	LOC127888352
127888351	1	LOC127888351
127888350	1	LOC127888350
127888349	1	LOC127888349
127888348	1	LOC127888348
127888347	1	LOC127888347
153163	1	MGC32805
127888345	1	LOC127888345
127888344	1	LOC127888344
127888343	1	LOC127888343
127888342	1	LOC127888342
153469	1	JAKMIP2-AS1
127888367	1	LOC127888367
127888368	1	LOC127888368
127888369	1	LOC127888369
127888370	1	LOC127888370
127888395	1	LOC127888395
127888394	1	LOC127888394
127888393	1	LOC127888393
127888392	1	LOC127888392
127888391	1	LOC127888391
127888390	1	LOC127888390
127888389	1	LOC127888389
127888388	1	LOC127888388
127888387	1	LOC127888387
127888386	1	LOC127888386
127888385	1	LOC127888385
127888384	1	LOC127888384
127888383	1	LOC127888383
127888382	1	LOC127888382
127888381	1	LOC127888381
127888380	1	LOC127888380
127888379	1	LOC127888379
127888378	1	LOC127888378
127888377	1	LOC127888377
127888376	1	LOC127888376
127888375	1	LOC127888375
127888374	1	LOC127888374
152594	1	LOC152594
110121238	1	LOC110121238
127888371	1	LOC127888371
127888696	1	LOC127888696
127888698	1	LOC127888698
154872	1	LINC03043
127889013	1	LOC127889013
127889025	1	LOC127889025
127889024	1	LOC127889024
127889023	1	LOC127889023
127889022	1	LOC127889022
127889021	1	LOC127889021
127889020	1	LOC127889020
127889019	1	LOC127889019
127889018	1	LOC127889018
127889017	1	LOC127889017
127889016	1	LOC127889016
127889015	1	LOC127889015
127889014	1	LOC127889014
127889012	1	LOC127889012
127889027	1	LOC127889027
127889011	1	LOC127889011
127889010	1	LOC127889010
127889009	1	LOC127889009
127889008	1	LOC127889008
127889007	1	LOC127889007
127889006	1	LOC127889006
127889005	1	LOC127889005
127889004	1	LOC127889004
127889003	1	LOC127889003
127889002	1	LOC127889002
127889001	1	LOC127889001
109623455	1	SNORD165
127889026	1	LOC127889026
127889028	1	LOC127889028
146053	1	RPS3AP47
127889043	1	LOC127889043
127889055	1	LOC127889055
127889054	1	LOC127889054
127889053	1	LOC127889053
110121208	1	LOC110121208
127889051	1	LOC127889051
127889050	1	LOC127889050
145767	1	RPS3AP6
127889048	1	LOC127889048
127889047	1	LOC127889047
127889046	1	LOC127889046
127889045	1	LOC127889045
127889044	1	LOC127889044
127889042	1	LOC127889042
127889029	1	LOC127889029
127889041	1	LOC127889041
127889040	1	LOC127889040
127889039	1	LOC127889039
127889038	1	LOC127889038
127889037	1	LOC127889037
127889036	1	LOC127889036
127889035	1	LOC127889035
127889034	1	LOC127889034
127889033	1	LOC127889033
127889032	1	LOC127889032
127889031	1	LOC127889031
127889030	1	LOC127889030
145989	1	FSCN1P1
127888997	1	LOC127888997
127888938	1	LOC127888938
127888953	1	LOC127888953
127888965	1	LOC127888965
127888964	1	LOC127888964
127888963	1	LOC127888963
127888962	1	LOC127888962
127888961	1	LOC127888961
127888960	1	LOC127888960
127888959	1	LOC127888959
109623454	1	SNORD162
127888957	1	LOC127888957
127888956	1	LOC127888956
127888955	1	LOC127888955
127888954	1	LOC127888954
127888952	1	LOC127888952
127888967	1	LOC127888967
127888951	1	LOC127888951
127888950	1	LOC127888950
127888949	1	LOC127888949
127888948	1	LOC127888948
127888947	1	LOC127888947
127888946	1	LOC127888946
146481	1	FRG2DP
127888944	1	LOC127888944
127888943	1	LOC127888943
127888942	1	LOC127888942
127888941	1	LOC127888941
127888940	1	LOC127888940
127888966	1	LOC127888966
127888968	1	LOC127888968
127888996	1	LOC127888996
127888983	1	LOC127888983
127888995	1	LOC127888995
127888994	1	LOC127888994
127888993	1	LOC127888993
127888992	1	LOC127888992
127888991	1	LOC127888991
127888990	1	LOC127888990
127888989	1	LOC127888989
127888988	1	LOC127888988
127888987	1	LOC127888987
146110	1	RPL7P47
127888985	1	LOC127888985
127888984	1	LOC127888984
127888982	1	LOC127888982
146253	1	LOC146253
127888981	1	LOC127888981
127888980	1	LOC127888980
127888979	1	LOC127888979
127888978	1	LOC127888978
127888977	1	LOC127888977
127888976	1	LOC127888976
127888975	1	LOC127888975
127888974	1	LOC127888974
127888973	1	LOC127888973
127888972	1	LOC127888972
127888971	1	LOC127888971
127888970	1	LOC127888970
127889056	1	LOC127889056
127889057	1	LOC127889057
127889058	1	LOC127889058
127889132	1	LOC127889132
127889144	1	LOC127889144
127889143	1	LOC127889143
127889142	1	LOC127889142
127889141	1	LOC127889141
127889140	1	LOC127889140
127889139	1	LOC127889139
127889138	1	LOC127889138
127889137	1	LOC127889137
127889136	1	LOC127889136
127889135	1	LOC127889135
127889134	1	LOC127889134
127889133	1	LOC127889133
127889131	1	LOC127889131
127889146	1	LOC127889146
127889130	1	LOC127889130
127889129	1	LOC127889129
127889128	1	LOC127889128
127889127	1	LOC127889127
127889126	1	LOC127889126
127889125	1	LOC127889125
127889124	1	LOC127889124
127889123	1	LOC127889123
127889122	1	LOC127889122
127889121	1	LOC127889121
127889120	1	LOC127889120
127889119	1	LOC127889119
127889145	1	LOC127889145
127889147	1	LOC127889147
127889059	1	LOC127889059
127889162	1	LOC127889162
127889174	1	LOC127889174
127889173	1	LOC127889173
127889172	1	LOC127889172
127889171	1	LOC127889171
127889170	1	LOC127889170
127889169	1	LOC127889169
127889168	1	LOC127889168
127889167	1	LOC127889167
127889166	1	LOC127889166
127889165	1	LOC127889165
127889164	1	LOC127889164
127889163	1	LOC127889163
127889161	1	LOC127889161
127889148	1	LOC127889148
127889160	1	LOC127889160
127889159	1	LOC127889159
127889158	1	LOC127889158
127889157	1	LOC127889157
127889156	1	LOC127889156
127889155	1	LOC127889155
127889154	1	LOC127889154
127889153	1	LOC127889153
127889152	1	LOC127889152
127889151	1	LOC127889151
127889150	1	LOC127889150
127889149	1	LOC127889149
127889118	1	LOC127889118
127889117	1	LOC127889117
127889116	1	LOC127889116
127889073	1	LOC127889073
127889085	1	LOC127889085
127889084	1	LOC127889084
127889083	1	LOC127889083
127889082	1	LOC127889082
127889081	1	LOC127889081
127889080	1	LOC127889080
127889079	1	LOC127889079
145474	1	LOC145474
127889077	1	LOC127889077
145499	1	RPLP1P1
127889075	1	LOC127889075
127889074	1	LOC127889074
127889072	1	LOC127889072
127889115	1	LOC127889115
127889071	1	LOC127889071
127889070	1	LOC127889070
127889069	1	LOC127889069
127889068	1	LOC127889068
127889067	1	LOC127889067
127889066	1	LOC127889066
127889065	1	LOC127889065
127889064	1	LOC127889064
127889063	1	LOC127889063
127889062	1	LOC127889062
127889061	1	LOC127889061
127889060	1	LOC127889060
127889086	1	LOC127889086
127889087	1	LOC127889087
127889088	1	LOC127889088
127889089	1	LOC127889089
127889114	1	LOC127889114
127889113	1	LOC127889113
127889112	1	LOC127889112
127889111	1	LOC127889111
127889110	1	LOC127889110
127889109	1	LOC127889109
127889108	1	LOC127889108
127889107	1	LOC127889107
145235	1	RPL24P3
127889105	1	LOC127889105
127889104	1	LOC127889104
127889103	1	LOC127889103
127889102	1	LOC127889102
127889101	1	LOC127889101
110121204	1	LOC110121204
127889099	1	LOC127889099
127889098	1	LOC127889098
127889097	1	LOC127889097
127889096	1	LOC127889096
145249	1	LINC00618
127889094	1	LOC127889094
127889093	1	LOC127889093
110121205	1	LOC110121205
110121207	1	LOC110121207
127889090	1	LOC127889090
127888939	1	LOC127888939
127888937	1	LOC127888937
127888699	1	LOC127888699
127888773	1	LOC127888773
127888785	1	LOC127888785
127888784	1	LOC127888784
127888783	1	LOC127888783
127888782	1	LOC127888782
127888781	1	LOC127888781
127888780	1	LOC127888780
127888779	1	LOC127888779
148300	1	SONP1
127888777	1	LOC127888777
127888776	1	LOC127888776
127888775	1	LOC127888775
127888774	1	LOC127888774
127888772	1	LOC127888772
127888787	1	LOC127888787
127888771	1	LOC127888771
127888770	1	LOC127888770
109617025	1	SNORD13J
127888768	1	LOC127888768
127888767	1	LOC127888767
109617024	1	SNORD38C
127888765	1	LOC127888765
127888764	1	LOC127888764
127888763	1	LOC127888763
127888762	1	LOC127888762
127888761	1	LOC127888761
127888760	1	LOC127888760
127888786	1	LOC127888786
127888788	1	LOC127888788
127888758	1	LOC127888758
127888803	1	LOC127888803
127888815	1	LOC127888815
109623450	1	SNORD155
127888813	1	LOC127888813
127888812	1	LOC127888812
127888811	1	LOC127888811
147711	1	ZNF285BP
127888809	1	LOC127888809
127888808	1	LOC127888808
127888807	1	LOC127888807
148145	1	LINC00906
127888805	1	LOC127888805
110121216	1	LOC110121216
127888802	1	LOC127888802
127888789	1	LOC127888789
127888801	1	LOC127888801
127888800	1	LOC127888800
127888799	1	LOC127888799
127888798	1	LOC127888798
127888797	1	LOC127888797
127888796	1	LOC127888796
127888795	1	LOC127888795
127888794	1	LOC127888794
127888793	1	LOC127888793
127888792	1	LOC127888792
127888791	1	LOC127888791
127888790	1	LOC127888790
127888759	1	LOC127888759
127888757	1	LOC127888757
127888936	1	LOC127888936
127888713	1	LOC127888713
127888725	1	LOC127888725
127888724	1	LOC127888724
127888723	1	LOC127888723
127888722	1	LOC127888722
127888721	1	LOC127888721
127888720	1	LOC127888720
127888719	1	LOC127888719
127888718	1	LOC127888718
127888717	1	LOC127888717
127888716	1	LOC127888716
127888715	1	LOC127888715
127888714	1	LOC127888714
127888712	1	LOC127888712
127888727	1	LOC127888727
127888711	1	LOC127888711
127888710	1	LOC127888710
127888709	1	LOC127888709
148898	1	ZNF436-AS1
127888707	1	LOC127888707
127888706	1	LOC127888706
127888705	1	LOC127888705
127888704	1	LOC127888704
127888703	1	LOC127888703
127888702	1	LOC127888702
127888701	1	LOC127888701
127888700	1	LOC127888700
127888726	1	LOC127888726
127888728	1	LOC127888728
127888756	1	LOC127888756
127888743	1	LOC127888743
127888755	1	LOC127888755
127888754	1	LOC127888754
127888753	1	LOC127888753
127888752	1	LOC127888752
127888751	1	LOC127888751
127888750	1	LOC127888750
127888749	1	LOC127888749
127888748	1	LOC127888748
127888747	1	LOC127888747
127888746	1	LOC127888746
109617023	1	SNORA58B
127888744	1	LOC127888744
127888742	1	LOC127888742
127888729	1	LOC127888729
127888741	1	LOC127888741
127888740	1	LOC127888740
127888739	1	LOC127888739
127888738	1	LOC127888738
127888737	1	LOC127888737
127888736	1	LOC127888736
127888735	1	LOC127888735
127888734	1	LOC127888734
127888733	1	LOC127888733
127888732	1	LOC127888732
127888731	1	LOC127888731
127888730	1	LOC127888730
127888816	1	LOC127888816
127888817	1	LOC127888817
127888818	1	LOC127888818
127888893	1	LOC127888893
127888905	1	LOC127888905
127888904	1	LOC127888904
127888903	1	LOC127888903
127888902	1	LOC127888902
127888901	1	LOC127888901
146512	1	FLJ30679
127888899	1	LOC127888899
127888898	1	LOC127888898
127888897	1	LOC127888897
127888896	1	LOC127888896
127888895	1	LOC127888895
127888894	1	LOC127888894
127888892	1	LOC127888892
127888907	1	LOC127888907
127888891	1	LOC127888891
127888890	1	LOC127888890
127888889	1	LOC127888889
127888888	1	LOC127888888
127888887	1	LOC127888887
109623453	1	SNORD161
127888885	1	LOC127888885
127888884	1	LOC127888884
146723	1	CD300LD-AS1
127888882	1	LOC127888882
127888881	1	LOC127888881
127888880	1	LOC127888880
127888906	1	LOC127888906
127888908	1	LOC127888908
127888819	1	LOC127888819
127888923	1	LOC127888923
127888935	1	LOC127888935
127888934	1	LOC127888934
127888933	1	LOC127888933
127888932	1	LOC127888932
127888931	1	LOC127888931
127888930	1	LOC127888930
127888929	1	LOC127888929
127888928	1	LOC127888928
127888927	1	LOC127888927
127888926	1	LOC127888926
127888925	1	LOC127888925
127888924	1	LOC127888924
127888922	1	LOC127888922
127888909	1	LOC127888909
127888921	1	LOC127888921
127888920	1	LOC127888920
127888919	1	LOC127888919
127888918	1	LOC127888918
127888917	1	LOC127888917
127888916	1	LOC127888916
127888915	1	LOC127888915
127888914	1	LOC127888914
127888913	1	LOC127888913
127888912	1	LOC127888912
127888911	1	LOC127888911
127888910	1	LOC127888910
127888879	1	LOC127888879
127888878	1	LOC127888878
127888877	1	LOC127888877
127888834	1	LOC127888834
147226	1	UPF3AP1
127888845	1	LOC127888845
127888844	1	LOC127888844
127888843	1	LOC127888843
127888842	1	LOC127888842
127888841	1	LOC127888841
127888840	1	LOC127888840
127888839	1	LOC127888839
147276	1	C18orf15
127888837	1	LOC127888837
127888836	1	LOC127888836
127888835	1	LOC127888835
147468	1	WBP2P1
127888876	1	LOC127888876
127888831	1	LOC127888831
147646	1	C19orf84
127888829	1	LOC127888829
127888828	1	LOC127888828
109623451	1	SNORD157
127888826	1	LOC127888826
127888825	1	LOC127888825
127888824	1	LOC127888824
127888823	1	LOC127888823
127888822	1	LOC127888822
127888821	1	LOC127888821
127888820	1	LOC127888820
127888847	1	LOC127888847
127888848	1	LOC127888848
147150	1	UPF3AP2
127888850	1	LOC127888850
127888875	1	LOC127888875
127888874	1	LOC127888874
127888873	1	LOC127888873
127888872	1	LOC127888872
127888871	1	LOC127888871
109623452	1	SNORD159
127888869	1	LOC127888869
127888868	1	LOC127888868
127888867	1	LOC127888867
127888866	1	LOC127888866
127888865	1	LOC127888865
127888864	1	LOC127888864
127888863	1	LOC127888863
127888862	1	LOC127888862
127888861	1	LOC127888861
127888860	1	LOC127888860
127888859	1	LOC127888859
127888858	1	LOC127888858
127888857	1	LOC127888857
127888856	1	LOC127888856
127888855	1	LOC127888855
127888854	1	LOC127888854
127888853	1	LOC127888853
127888852	1	LOC127888852
110121213	1	LOC110121213
127888220	1	LOC127888220
127888218	1	LOC127888218
127889176	1	LOC127889176
127887576	1	LOC127887576
192128	1	SLC20A1P2
127887587	1	LOC127887587
127887586	1	LOC127887586
127887585	1	LOC127887585
127887584	1	LOC127887584
127887583	1	LOC127887583
127887582	1	LOC127887582
192130	1	GOLGA4P3
127887580	1	LOC127887580
127887579	1	LOC127887579
127887578	1	LOC127887578
127887577	1	LOC127887577
127887575	1	LOC127887575
127887590	1	LOC127887590
127887574	1	LOC127887574
127887573	1	LOC127887573
127887572	1	LOC127887572
127887571	1	LOC127887571
127887570	1	LOC127887570
127887569	1	LOC127887569
127887568	1	LOC127887568
127887567	1	LOC127887567
127887566	1	LOC127887566
127887565	1	LOC127887565
127887564	1	LOC127887564
127887563	1	LOC127887563
127887589	1	LOC127887589
192127	1	SLC20A1P1
127887561	1	LOC127887561
110121272	1	LOC110121272
127887618	1	LOC127887618
127887617	1	LOC127887617
127887616	1	LOC127887616
171419	1	TXNP3
127887614	1	LOC127887614
127887613	1	LOC127887613
171420	1	HSPE1P28
171421	1	HSPE1P16
127887610	1	LOC127887610
127887609	1	LOC127887609
109616999	1	SNORA80D
127887607	1	LOC127887607
127887605	1	LOC127887605
110121274	1	LOC110121274
171513	1	PAOD1
127887603	1	LOC127887603
127887602	1	LOC127887602
127887601	1	LOC127887601
127887600	1	LOC127887600
127887599	1	LOC127887599
127887598	1	LOC127887598
127887597	1	LOC127887597
127887596	1	LOC127887596
171514	1	ANON1
110121273	1	LOC110121273
171560	1	TXNP6
127887562	1	LOC127887562
127887560	1	LOC127887560
127887501	1	LOC127887501
127887516	1	LOC127887516
127887528	1	LOC127887528
127887527	1	LOC127887527
127887526	1	LOC127887526
127887525	1	LOC127887525
192132	1	GOLGA4P2
127887523	1	LOC127887523
127887522	1	LOC127887522
127887521	1	LOC127887521
127887520	1	LOC127887520
127887519	1	LOC127887519
127887518	1	LOC127887518
127887517	1	LOC127887517
127887515	1	LOC127887515
127887530	1	LOC127887530
127887514	1	LOC127887514
192142	1	RLS1
127887512	1	LOC127887512
127887511	1	LOC127887511
109616998	1	SNORA50B
109616997	1	SNORA3C
127887508	1	LOC127887508
127887507	1	LOC127887507
127887506	1	LOC127887506
127887505	1	LOC127887505
127887504	1	LOC127887504
127887503	1	LOC127887503
127887529	1	LOC127887529
127887531	1	LOC127887531
127887559	1	LOC127887559
127887546	1	LOC127887546
127887558	1	LOC127887558
127887557	1	LOC127887557
127887556	1	LOC127887556
127887555	1	LOC127887555
127887554	1	LOC127887554
127887553	1	LOC127887553
127887552	1	LOC127887552
127887551	1	LOC127887551
127887550	1	LOC127887550
127887549	1	LOC127887549
127887548	1	LOC127887548
127887547	1	LOC127887547
127887545	1	LOC127887545
127887532	1	LOC127887532
127887544	1	LOC127887544
127887543	1	LOC127887543
127887542	1	LOC127887542
192131	1	GOLGA4P1
127887540	1	LOC127887540
127887539	1	LOC127887539
127887538	1	LOC127887538
127887537	1	LOC127887537
127887536	1	LOC127887536
127887535	1	LOC127887535
127887534	1	LOC127887534
127887533	1	LOC127887533
127887619	1	LOC127887619
171418	1	GLRXP2
127887621	1	LOC127887621
127887695	1	LOC127887695
127887707	1	LOC127887707
127887706	1	LOC127887706
109617000	1	SNORA11F
171014	1	SLI2
127887703	1	LOC127887703
171089	1	DYX5
171157	1	SHFM5
127887700	1	LOC127887700
127887699	1	LOC127887699
127887698	1	LOC127887698
127887697	1	LOC127887697
127887696	1	LOC127887696
127887694	1	LOC127887694
170688	1	NUDT4P2
127887693	1	LOC127887693
127887692	1	LOC127887692
127887691	1	LOC127887691
127887690	1	LOC127887690
127887689	1	LOC127887689
127887688	1	LOC127887688
127887687	1	LOC127887687
127887686	1	LOC127887686
127887685	1	LOC127887685
171176	1	NICN2P
127887683	1	LOC127887683
127887682	1	LOC127887682
170815	1	BMIQ1
170682	1	SLEH1
127887622	1	LOC127887622
170550	1	SNRPFP1
127887737	1	LOC127887737
127887736	1	LOC127887736
127887735	1	LOC127887735
127887734	1	LOC127887734
127887733	1	LOC127887733
127887732	1	LOC127887732
127887731	1	LOC127887731
127887730	1	LOC127887730
127887729	1	LOC127887729
127887728	1	LOC127887728
127887727	1	LOC127887727
127887726	1	LOC127887726
127887724	1	LOC127887724
127887711	1	LOC127887711
109617001	1	SNORA1B
127887722	1	LOC127887722
