GeneID	#PubMed	Symbol
127406768	1	LOC127406768
127406767	1	LOC127406767
127406765	1	LOC127406765
127406752	1	LOC127406752
112081412	1	LOC112081412
127406763	1	LOC127406763
127406762	1	LOC127406762
127406761	1	LOC127406761
127406760	1	LOC127406760
127406759	1	LOC127406759
127406758	1	LOC127406758
127406757	1	LOC127406757
127406756	1	LOC127406756
127406755	1	LOC127406755
127406754	1	LOC127406754
127406753	1	LOC127406753
127406722	1	LOC127406722
127406720	1	LOC127406720
127406898	1	LOC127406898
127406676	1	LOC127406676
127406688	1	LOC127406688
127406687	1	LOC127406687
728853	1	LOC728853
127406685	1	LOC127406685
127406684	1	LOC127406684
127406683	1	LOC127406683
127406682	1	LOC127406682
728858	1	C12orf71
127406680	1	LOC127406680
127406679	1	LOC127406679
127406678	1	LOC127406678
127406677	1	LOC127406677
127406675	1	LOC127406675
127406690	1	LOC127406690
127406674	1	LOC127406674
127406673	1	LOC127406673
728873	1	PTMAP8
112081415	1	LOC112081415
127406670	1	LOC127406670
127406669	1	LOC127406669
728917	1	ABHD17AP1
127406667	1	LOC127406667
127406666	1	LOC127406666
127406665	1	LOC127406665
127406664	1	LOC127406664
105378238	1	LINC01861
127406689	1	LOC127406689
728851	1	HMGN1P36
127406719	1	LOC127406719
127406706	1	LOC127406706
127406718	1	LOC127406718
127406717	1	LOC127406717
127406716	1	LOC127406716
127406715	1	LOC127406715
127406714	1	LOC127406714
127406713	1	LOC127406713
127406712	1	LOC127406712
127406711	1	LOC127406711
127406710	1	LOC127406710
728823	1	RPS26P53
127406708	1	LOC127406708
127406707	1	LOC127406707
127406705	1	LOC127406705
127406692	1	LOC127406692
127406704	1	LOC127406704
127406703	1	LOC127406703
127406702	1	LOC127406702
127406701	1	LOC127406701
127406700	1	LOC127406700
127406699	1	LOC127406699
127406698	1	LOC127406698
127406697	1	LOC127406697
127406696	1	LOC127406696
728843	1	RPL7P20
127406694	1	LOC127406694
127406693	1	LOC127406693
127406779	1	LOC127406779
127406780	1	LOC127406780
127406781	1	LOC127406781
127406855	1	LOC127406855
127406867	1	LOC127406867
127406866	1	LOC127406866
127406865	1	LOC127406865
127406864	1	LOC127406864
127406863	1	LOC127406863
127406862	1	LOC127406862
127406861	1	LOC127406861
112081409	1	LOC112081409
127406859	1	LOC127406859
127406858	1	LOC127406858
127406857	1	LOC127406857
127406856	1	LOC127406856
105378270	1	LINC02633
127406869	1	LOC127406869
127406853	1	LOC127406853
127406852	1	LOC127406852
127406851	1	LOC127406851
127406850	1	LOC127406850
127406849	1	LOC127406849
127406848	1	LOC127406848
127406847	1	LOC127406847
127406846	1	LOC127406846
127406845	1	LOC127406845
127406844	1	LOC127406844
127406843	1	LOC127406843
127406842	1	LOC127406842
127406868	1	LOC127406868
127406870	1	LOC127406870
127406782	1	LOC127406782
127406885	1	LOC127406885
112081407	1	LOC112081407
112081408	1	LOC112081408
127406895	1	LOC127406895
127406894	1	LOC127406894
127406893	1	LOC127406893
127406892	1	LOC127406892
127406891	1	LOC127406891
127406890	1	LOC127406890
127406889	1	LOC127406889
127406888	1	LOC127406888
127406887	1	LOC127406887
127406886	1	LOC127406886
127406884	1	LOC127406884
127406871	1	LOC127406871
127406883	1	LOC127406883
127406882	1	LOC127406882
127406881	1	LOC127406881
127406880	1	LOC127406880
127406879	1	LOC127406879
127406878	1	LOC127406878
127406877	1	LOC127406877
127406876	1	LOC127406876
127406875	1	LOC127406875
127406874	1	LOC127406874
127406873	1	LOC127406873
127406872	1	LOC127406872
127406841	1	LOC127406841
127406840	1	LOC127406840
127406839	1	LOC127406839
127406796	1	LOC127406796
127406808	1	LOC127406808
127406807	1	LOC127406807
127406806	1	LOC127406806
127406805	1	LOC127406805
127406804	1	LOC127406804
127406803	1	LOC127406803
127406802	1	LOC127406802
127406801	1	LOC127406801
127406800	1	LOC127406800
127406799	1	LOC127406799
127406798	1	LOC127406798
127406797	1	LOC127406797
127406795	1	LOC127406795
127406838	1	LOC127406838
127406794	1	LOC127406794
127406793	1	LOC127406793
127406792	1	LOC127406792
127406791	1	LOC127406791
127406790	1	LOC127406790
127406789	1	LOC127406789
127406788	1	LOC127406788
127406787	1	LOC127406787
127406786	1	LOC127406786
127406785	1	LOC127406785
728770	1	DNM1P5
127406783	1	LOC127406783
127406809	1	LOC127406809
127406810	1	LOC127406810
127406811	1	LOC127406811
127406812	1	LOC127406812
127406837	1	LOC127406837
127406836	1	LOC127406836
127406835	1	LOC127406835
127406834	1	LOC127406834
127406833	1	LOC127406833
127406832	1	LOC127406832
127406831	1	LOC127406831
127406830	1	LOC127406830
127406829	1	LOC127406829
127406828	1	LOC127406828
127406827	1	LOC127406827
127406826	1	LOC127406826
127406825	1	LOC127406825
127406824	1	LOC127406824
127406823	1	LOC127406823
127406822	1	LOC127406822
127406821	1	LOC127406821
127406820	1	LOC127406820
127406819	1	LOC127406819
127406818	1	LOC127406818
127406817	1	LOC127406817
127406816	1	LOC127406816
127406815	1	LOC127406815
127406814	1	LOC127406814
127406813	1	LOC127406813
127459144	1	LOC127459144
127459146	1	LOC127459146
127820202	1	LOC127820202
127817622	1	LOC127817622
127817634	1	LOC127817634
127817633	1	LOC127817633
127817632	1	LOC127817632
127817631	1	LOC127817631
127817630	1	LOC127817630
127817629	1	LOC127817629
127817628	1	LOC127817628
127817627	1	LOC127817627
127817626	1	LOC127817626
127817625	1	LOC127817625
127817624	1	LOC127817624
127817623	1	LOC127817623
127817621	1	LOC127817621
127817636	1	LOC127817636
127817620	1	LOC127817620
127817619	1	LOC127817619
127817617	1	LOC127817617
127817616	1	LOC127817616
127817615	1	LOC127817615
127817614	1	LOC127817614
127817613	1	LOC127817613
127817612	1	LOC127817612
127817611	1	LOC127817611
127817610	1	LOC127817610
127817609	1	LOC127817609
127817608	1	LOC127817608
127817635	1	LOC127817635
127817637	1	LOC127817637
127817606	1	LOC127817606
127817652	1	LOC127817652
127817664	1	LOC127817664
127817663	1	LOC127817663
127817662	1	LOC127817662
127817661	1	LOC127817661
127817660	1	LOC127817660
127817659	1	LOC127817659
127817658	1	LOC127817658
127817657	1	LOC127817657
127817656	1	LOC127817656
127817655	1	LOC127817655
127817654	1	LOC127817654
127817653	1	LOC127817653
127817651	1	LOC127817651
127817638	1	LOC127817638
127817650	1	LOC127817650
127817649	1	LOC127817649
127817648	1	LOC127817648
127817647	1	LOC127817647
127817646	1	LOC127817646
127817645	1	LOC127817645
127817644	1	LOC127817644
127817643	1	LOC127817643
127817642	1	LOC127817642
127817641	1	LOC127817641
127817640	1	LOC127817640
127817639	1	LOC127817639
127817607	1	LOC127817607
127817605	1	LOC127817605
127817666	1	LOC127817666
127817561	1	LOC127817561
127817573	1	LOC127817573
127817572	1	LOC127817572
127817571	1	LOC127817571
127817570	1	LOC127817570
127817569	1	LOC127817569
127817568	1	LOC127817568
127817567	1	LOC127817567
127817566	1	LOC127817566
127817565	1	LOC127817565
127817564	1	LOC127817564
127817563	1	LOC127817563
127817562	1	LOC127817562
127817560	1	LOC127817560
127817575	1	LOC127817575
127817559	1	LOC127817559
127817558	1	LOC127817558
574043	1	CDAGS
127817556	1	LOC127817556
127817555	1	LOC127817555
127817554	1	LOC127817554
127817553	1	LOC127817553
127817552	1	LOC127817552
127817551	1	LOC127817551
127817550	1	LOC127817550
127817549	1	LOC127817549
127817548	1	LOC127817548
127817574	1	LOC127817574
127817576	1	LOC127817576
127817604	1	LOC127817604
127817591	1	LOC127817591
127817603	1	LOC127817603
127817602	1	LOC127817602
127817601	1	LOC127817601
127817600	1	LOC127817600
127817599	1	LOC127817599
127817598	1	LOC127817598
127817597	1	LOC127817597
127817596	1	LOC127817596
127817595	1	LOC127817595
127817594	1	LOC127817594
127817593	1	LOC127817593
127817592	1	LOC127817592
127817590	1	LOC127817590
127817577	1	LOC127817577
127817589	1	LOC127817589
127817588	1	LOC127817588
127817587	1	LOC127817587
127817586	1	LOC127817586
127817585	1	LOC127817585
127817584	1	LOC127817584
127817583	1	LOC127817583
127817582	1	LOC127817582
127817581	1	LOC127817581
127817580	1	LOC127817580
127817579	1	LOC127817579
127817578	1	LOC127817578
127817665	1	LOC127817665
127817667	1	LOC127817667
127817305	1	LOC127817305
127817743	1	LOC127817743
554315	1	BMND5
127817754	1	LOC127817754
127817753	1	LOC127817753
127817752	1	LOC127817752
127817751	1	LOC127817751
127817750	1	LOC127817750
127817749	1	LOC127817749
127817748	1	LOC127817748
127817747	1	LOC127817747
127817746	1	LOC127817746
127817745	1	LOC127817745
127817744	1	LOC127817744
127817742	1	LOC127817742
127817757	1	LOC127817757
127817741	1	LOC127817741
127817740	1	LOC127817740
127817739	1	LOC127817739
127817738	1	LOC127817738
127817737	1	LOC127817737
127817736	1	LOC127817736
127817735	1	LOC127817735
127817734	1	LOC127817734
127817733	1	LOC127817733
127817732	1	LOC127817732
127817731	1	LOC127817731
127817730	1	LOC127817730
127817756	1	LOC127817756
127817758	1	LOC127817758
127817728	1	LOC127817728
127817773	1	LOC127817773
127817785	1	LOC127817785
127817784	1	LOC127817784
127817783	1	LOC127817783
127817782	1	LOC127817782
127817781	1	LOC127817781
127817780	1	LOC127817780
127817779	1	LOC127817779
127817778	1	LOC127817778
127817777	1	LOC127817777
127817776	1	LOC127817776
127817775	1	LOC127817775
127817774	1	LOC127817774
127817772	1	LOC127817772
127817759	1	LOC127817759
127817771	1	LOC127817771
127817770	1	LOC127817770
127817769	1	LOC127817769
127817768	1	LOC127817768
127817767	1	LOC127817767
127817766	1	LOC127817766
127817765	1	LOC127817765
127817764	1	LOC127817764
127817763	1	LOC127817763
554314	1	AUTS6
127817761	1	LOC127817761
127817760	1	LOC127817760
127817729	1	LOC127817729
127817727	1	LOC127817727
127817668	1	LOC127817668
127817682	1	LOC127817682
127817694	1	LOC127817694
127817693	1	LOC127817693
127817692	1	LOC127817692
127817691	1	LOC127817691
127817690	1	LOC127817690
127817689	1	LOC127817689
127817688	1	LOC127817688
127817687	1	LOC127817687
127817686	1	LOC127817686
127817685	1	LOC127817685
127817684	1	LOC127817684
127817683	1	LOC127817683
127817681	1	LOC127817681
127817696	1	LOC127817696
127817680	1	LOC127817680
127817679	1	LOC127817679
127817678	1	LOC127817678
127817677	1	LOC127817677
127817676	1	LOC127817676
554354	1	LARP4P
127817674	1	LOC127817674
127817673	1	LOC127817673
127817672	1	LOC127817672
127817671	1	LOC127817671
127817670	1	LOC127817670
127817669	1	LOC127817669
127817695	1	LOC127817695
127817697	1	LOC127817697
127817726	1	LOC127817726
127817713	1	LOC127817713
127817725	1	LOC127817725
127817724	1	LOC127817724
127817723	1	LOC127817723
127817722	1	LOC127817722
127817721	1	LOC127817721
127817720	1	LOC127817720
127817719	1	LOC127817719
127817718	1	LOC127817718
127817717	1	LOC127817717
127817716	1	LOC127817716
127817715	1	LOC127817715
127817714	1	LOC127817714
127817712	1	LOC127817712
127817698	1	LOC127817698
127817711	1	LOC127817711
127817710	1	LOC127817710
127817709	1	LOC127817709
127817708	1	LOC127817708
127817707	1	LOC127817707
127817706	1	LOC127817706
127817705	1	LOC127817705
127817704	1	LOC127817704
554316	1	BMND4
127817701	1	LOC127817701
127817700	1	LOC127817700
127817699	1	LOC127817699
127817547	1	LOC127817547
127817546	1	LOC127817546
127817545	1	LOC127817545
127817380	1	LOC127817380
127817392	1	LOC127817392
127817391	1	LOC127817391
127817390	1	LOC127817390
619212	1	PA2G4P3
127817388	1	LOC127817388
127817387	1	LOC127817387
127817386	1	LOC127817386
127817385	1	LOC127817385
127817384	1	LOC127817384
619379	1	SPG29
127817382	1	LOC127817382
619397	1	FEB6
619398	1	FEB5
127817394	1	LOC127817394
127817378	1	LOC127817378
127817377	1	LOC127817377
127817376	1	LOC127817376
127817375	1	LOC127817375
127817374	1	LOC127817374
127817373	1	LOC127817373
127817372	1	LOC127817372
127817371	1	LOC127817371
127817370	1	LOC127817370
127817369	1	LOC127817369
127817368	1	LOC127817368
127817367	1	LOC127817367
127817393	1	LOC127817393
127817395	1	LOC127817395
127817365	1	LOC127817365
127817410	1	LOC127817410
127817423	1	LOC127817423
127817422	1	LOC127817422
127817421	1	LOC127817421
127817420	1	LOC127817420
127817419	1	LOC127817419
106481745	1	RNA5SP443
127817416	1	LOC127817416
127817415	1	LOC127817415
106481742	1	FRGCA
127817413	1	LOC127817413
127817412	1	LOC127817412
127817411	1	LOC127817411
127817409	1	LOC127817409
127817396	1	LOC127817396
106481733	1	SEPTIN14P13
127817407	1	LOC127817407
127817406	1	LOC127817406
127817405	1	LOC127817405
106481689	1	IGKV1OR2-2
127817403	1	LOC127817403
127817402	1	LOC127817402
127817401	1	LOC127817401
127817400	1	LOC127817400
613204	1	IFITM8P
127817398	1	LOC127817398
127817397	1	LOC127817397
127817366	1	LOC127817366
127817364	1	LOC127817364
574047	1	MRXSMP
127817320	1	LOC127817320
619402	1	HPC5
127817331	1	LOC127817331
127817330	1	LOC127817330
127817329	1	LOC127817329
127817328	1	LOC127817328
127817327	1	LOC127817327
127817326	1	LOC127817326
127817325	1	LOC127817325
127817324	1	LOC127817324
127817323	1	LOC127817323
127817322	1	LOC127817322
127817321	1	LOC127817321
127817319	1	LOC127817319
127817334	1	LOC127817334
619404	1	CTRCT35
127817317	1	LOC127817317
127817316	1	LOC127817316
127817315	1	LOC127817315
127817314	1	LOC127817314
127817313	1	LOC127817313
127817312	1	LOC127817312
127817311	1	LOC127817311
127817310	1	LOC127817310
127817309	1	LOC127817309
127817308	1	LOC127817308
127817307	1	LOC127817307
127817333	1	LOC127817333
127817335	1	LOC127817335
127817363	1	LOC127817363
127817350	1	LOC127817350
127817362	1	LOC127817362
127817361	1	LOC127817361
127817360	1	LOC127817360
127817359	1	LOC127817359
127817358	1	LOC127817358
127817357	1	LOC127817357
127817356	1	LOC127817356
127817355	1	LOC127817355
127817354	1	LOC127817354
127817353	1	LOC127817353
127817352	1	LOC127817352
127817351	1	LOC127817351
127817349	1	LOC127817349
127817336	1	LOC127817336
127817348	1	LOC127817348
127817347	1	LOC127817347
127817346	1	LOC127817346
127817345	1	LOC127817345
127817344	1	LOC127817344
127817343	1	LOC127817343
127817342	1	LOC127817342
127817341	1	LOC127817341
127817340	1	LOC127817340
127817339	1	LOC127817339
127817338	1	LOC127817338
619399	1	ETL2
127817424	1	LOC127817424
127817425	1	LOC127817425
127817426	1	LOC127817426
127817501	1	LOC127817501
127817513	1	LOC127817513
574078	1	GLC1J
127817511	1	LOC127817511
127817510	1	LOC127817510
127817509	1	LOC127817509
127817508	1	LOC127817508
127817507	1	LOC127817507
127817506	1	LOC127817506
574406	1	ADAMTSL4-AS1
127817504	1	LOC127817504
127817503	1	LOC127817503
127817502	1	LOC127817502
127817500	1	LOC127817500
127817515	1	LOC127817515
127817499	1	LOC127817499
127817498	1	LOC127817498
127817497	1	LOC127817497
127817496	1	LOC127817496
127817495	1	LOC127817495
127817494	1	LOC127817494
127817493	1	LOC127817493
127817492	1	LOC127817492
127817491	1	LOC127817491
127817490	1	LOC127817490
127817489	1	LOC127817489
127817488	1	LOC127817488
127817514	1	LOC127817514
127817516	1	LOC127817516
127817427	1	LOC127817427
127817531	1	LOC127817531
127817543	1	LOC127817543
127817542	1	LOC127817542
127817541	1	LOC127817541
127817540	1	LOC127817540
127817539	1	LOC127817539
127817538	1	LOC127817538
127817537	1	LOC127817537
127817536	1	LOC127817536
127817535	1	LOC127817535
127817534	1	LOC127817534
127817533	1	LOC127817533
127817532	1	LOC127817532
574048	1	OVCAS1
574077	1	GLC1K
127817529	1	LOC127817529
574049	1	TUKLS
127817527	1	LOC127817527
127817526	1	LOC127817526
127817525	1	LOC127817525
127817524	1	LOC127817524
127817523	1	LOC127817523
127817522	1	LOC127817522
127817521	1	LOC127817521
127817520	1	LOC127817520
127817519	1	LOC127817519
127817518	1	LOC127817518
127817487	1	LOC127817487
127817486	1	LOC127817486
127817485	1	LOC127817485
127817441	1	LOC127817441
106481790	1	RC3H1-IT1
127817452	1	LOC127817452
127817451	1	LOC127817451
127817450	1	LOC127817450
127817449	1	LOC127817449
127817448	1	LOC127817448
127817447	1	LOC127817447
127817446	1	LOC127817446
127817445	1	LOC127817445
127817444	1	LOC127817444
127817443	1	LOC127817443
127817442	1	LOC127817442
127817440	1	LOC127817440
127817484	1	LOC127817484
594832	1	MYP11
127817438	1	LOC127817438
127817437	1	LOC127817437
127817436	1	LOC127817436
127817435	1	LOC127817435
127817434	1	LOC127817434
127817433	1	LOC127817433
127817432	1	LOC127817432
127817431	1	LOC127817431
127817430	1	LOC127817430
127817429	1	LOC127817429
127817428	1	LOC127817428
127817454	1	LOC127817454
127817455	1	LOC127817455
127817456	1	LOC127817456
574432	1	IBA57-DT
127817483	1	LOC127817483
127817482	1	LOC127817482
127817481	1	LOC127817481
127817480	1	LOC127817480
127817479	1	LOC127817479
127817478	1	LOC127817478
127817477	1	LOC127817477
127817476	1	LOC127817476
127817475	1	LOC127817475
127817474	1	LOC127817474
127817473	1	LOC127817473
574414	1	PRR9
127817471	1	LOC127817471
127817470	1	LOC127817470
127817469	1	LOC127817469
127817468	1	LOC127817468
127817467	1	LOC127817467
127817466	1	LOC127817466
127817465	1	LOC127817465
127817464	1	LOC127817464
127817463	1	LOC127817463
127817462	1	LOC127817462
127817461	1	LOC127817461
127817460	1	LOC127817460
127817459	1	LOC127817459
127817786	1	LOC127817786
127817787	1	LOC127817787
127817788	1	LOC127817788
106633813	1	SIRT1-AS
127818122	1	LOC127818122
503839	1	DEFB109E
127818120	1	LOC127818120
127818119	1	LOC127818119
127818118	1	LOC127818118
127818117	1	LOC127818117
127818116	1	LOC127818116
127818115	1	LOC127818115
127818114	1	LOC127818114
127818113	1	LOC127818113
127818112	1	LOC127818112
127818111	1	LOC127818111
106633810	1	SCARNA26A
127818124	1	LOC127818124
127818107	1	LOC127818107
127818106	1	LOC127818106
127818105	1	LOC127818105
127818104	1	LOC127818104
127818103	1	LOC127818103
127818102	1	LOC127818102
127818101	1	LOC127818101
127818099	1	LOC127818099
127818098	1	LOC127818098
127818097	1	LOC127818097
127818096	1	LOC127818096
127818095	1	LOC127818095
127818123	1	LOC127818123
127818125	1	LOC127818125
127818093	1	LOC127818093
127818140	1	LOC127818140
127818152	1	LOC127818152
127818151	1	LOC127818151
127818150	1	LOC127818150
127818149	1	LOC127818149
127818148	1	LOC127818148
127818147	1	LOC127818147
127818146	1	LOC127818146
127818145	1	LOC127818145
106633816	1	SCARNA26B
127818143	1	LOC127818143
127818142	1	LOC127818142
127818141	1	LOC127818141
127818139	1	LOC127818139
127818126	1	LOC127818126
127818138	1	LOC127818138
127818137	1	LOC127818137
127818136	1	LOC127818136
127818135	1	LOC127818135
127818134	1	LOC127818134
127818133	1	LOC127818133
127818132	1	LOC127818132
127818131	1	LOC127818131
106633814	1	SNORA86
127818129	1	LOC127818129
503838	1	DEFB109D
127818127	1	LOC127818127
127818094	1	LOC127818094
127818092	1	LOC127818092
127818032	1	LOC127818032
127818047	1	LOC127818047
127818059	1	LOC127818059
127818058	1	LOC127818058
127818057	1	LOC127818057
127818056	1	LOC127818056
127818055	1	LOC127818055
127818054	1	LOC127818054
127818053	1	LOC127818053
127818052	1	LOC127818052
127818051	1	LOC127818051
127818050	1	LOC127818050
127818049	1	LOC127818049
127818048	1	LOC127818048
127818046	1	LOC127818046
550113	1	LOC550113
127818045	1	LOC127818045
127818044	1	LOC127818044
127818043	1	LOC127818043
127818042	1	LOC127818042
127818041	1	LOC127818041
127818040	1	LOC127818040
127818039	1	LOC127818039
127818038	1	LOC127818038
127818037	1	LOC127818037
127818036	1	LOC127818036
127818035	1	LOC127818035
127818034	1	LOC127818034
127818060	1	LOC127818060
127818062	1	LOC127818062
127818091	1	LOC127818091
127818078	1	LOC127818078
127818090	1	LOC127818090
127818089	1	LOC127818089
127818088	1	LOC127818088
127818087	1	LOC127818087
127818086	1	LOC127818086
127818085	1	LOC127818085
127818084	1	LOC127818084
127818083	1	LOC127818083
127818082	1	LOC127818082
127818081	1	LOC127818081
127818080	1	LOC127818080
127818079	1	LOC127818079
127818077	1	LOC127818077
127818063	1	LOC127818063
127818076	1	LOC127818076
127818075	1	LOC127818075
541473	1	FKBP6P2
127818072	1	LOC127818072
127818071	1	LOC127818071
127818070	1	LOC127818070
127818069	1	LOC127818069
127818068	1	LOC127818068
127818067	1	LOC127818067
127818066	1	LOC127818066
127818065	1	LOC127818065
127818064	1	LOC127818064
127818153	1	LOC127818153
127818154	1	LOC127818154
127818155	1	LOC127818155
497657	1	ANIB3
127818241	1	LOC127818241
127818240	1	LOC127818240
127818239	1	LOC127818239
127818238	1	LOC127818238
127818237	1	LOC127818237
127818236	1	LOC127818236
127818235	1	LOC127818235
127818234	1	LOC127818234
127818233	1	LOC127818233
127818232	1	LOC127818232
127818231	1	LOC127818231
127818230	1	LOC127818230
127818228	1	LOC127818228
127818243	1	LOC127818243
127818227	1	LOC127818227
106635521	1	SNORA88
127818225	1	LOC127818225
127818224	1	LOC127818224
106635520	1	SNORA87
127818222	1	LOC127818222
127818221	1	LOC127818221
503543	1	BTF3P9
127818219	1	LOC127818219
127818218	1	LOC127818218
127818217	1	LOC127818217
127818216	1	LOC127818216
127818242	1	LOC127818242
127818244	1	LOC127818244
127818156	1	LOC127818156
127818259	1	LOC127818259
127818271	1	LOC127818271
127818270	1	LOC127818270
127818269	1	LOC127818269
127818268	1	LOC127818268
127818267	1	LOC127818267
127818266	1	LOC127818266
127818265	1	LOC127818265
127818264	1	LOC127818264
127818263	1	LOC127818263
127818262	1	LOC127818262
127818261	1	LOC127818261
127818260	1	LOC127818260
127818258	1	LOC127818258
127818245	1	LOC127818245
127818257	1	LOC127818257
127818256	1	LOC127818256
127818255	1	LOC127818255
127818254	1	LOC127818254
127818253	1	LOC127818253
127818252	1	LOC127818252
127818251	1	LOC127818251
127818250	1	LOC127818250
106635522	1	SNORA89
127818248	1	LOC127818248
127818247	1	LOC127818247
127818246	1	LOC127818246
127818215	1	LOC127818215
127818214	1	LOC127818214
127818213	1	LOC127818213
503645	1	DPRXP4
127818182	1	LOC127818182
127818181	1	LOC127818181
127818180	1	LOC127818180
127818179	1	LOC127818179
127818178	1	LOC127818178
127818177	1	LOC127818177
127818176	1	LOC127818176
127818175	1	LOC127818175
127818174	1	LOC127818174
127818173	1	LOC127818173
127818172	1	LOC127818172
127818171	1	LOC127818171
127818169	1	LOC127818169
503583	1	ARGFXP1
127818168	1	LOC127818168
127818167	1	LOC127818167
127818166	1	LOC127818166
127818165	1	LOC127818165
127818164	1	LOC127818164
127818163	1	LOC127818163
127818162	1	LOC127818162
127818161	1	LOC127818161
127818160	1	LOC127818160
127818159	1	LOC127818159
127818158	1	LOC127818158
127818157	1	LOC127818157
127818183	1	LOC127818183
127818184	1	LOC127818184
127818185	1	LOC127818185
127818186	1	LOC127818186
127818211	1	LOC127818211
127818210	1	LOC127818210
127818209	1	LOC127818209
127818208	1	LOC127818208
127818207	1	LOC127818207
503613	1	PSORS10
127818205	1	LOC127818205
127818204	1	LOC127818204
127818203	1	LOC127818203
503640	1	ARGFXP2
127818201	1	LOC127818201
127818200	1	LOC127818200
127818199	1	LOC127818199
127818198	1	LOC127818198
127818197	1	LOC127818197
127818196	1	LOC127818196
127818195	1	LOC127818195
127818194	1	LOC127818194
127818193	1	LOC127818193
127818192	1	LOC127818192
127818191	1	LOC127818191
127818190	1	LOC127818190
127818189	1	LOC127818189
127818188	1	LOC127818188
127818187	1	LOC127818187
127818033	1	LOC127818033
550624	1	KTCN4
127817789	1	LOC127817789
127817866	1	LOC127817866
127817879	1	LOC127817879
127817877	1	LOC127817877
127817876	1	LOC127817876
127817875	1	LOC127817875
127817874	1	LOC127817874
553989	1	LFS3
127817872	1	LOC127817872
127817871	1	LOC127817871
127817870	1	LOC127817870
127817869	1	LOC127817869
127817868	1	LOC127817868
127817867	1	LOC127817867
127817865	1	LOC127817865
127817881	1	LOC127817881
127817864	1	LOC127817864
127817863	1	LOC127817863
127817862	1	LOC127817862
127817861	1	LOC127817861
127817860	1	LOC127817860
127817859	1	LOC127817859
127817858	1	LOC127817858
127817857	1	LOC127817857
127817856	1	LOC127817856
127817855	1	LOC127817855
127817854	1	LOC127817854
127817853	1	LOC127817853
127817880	1	LOC127817880
127817882	1	LOC127817882
127817851	1	LOC127817851
127817897	1	LOC127817897
127817909	1	LOC127817909
127817908	1	LOC127817908
127817907	1	LOC127817907
127817906	1	LOC127817906
127817905	1	LOC127817905
127817904	1	LOC127817904
127817903	1	LOC127817903
127817902	1	LOC127817902
127817901	1	LOC127817901
127817900	1	LOC127817900
127817899	1	LOC127817899
553192	1	MYP8
553194	1	MYP9
127817883	1	LOC127817883
127817895	1	LOC127817895
127817894	1	LOC127817894
127817893	1	LOC127817893
127817892	1	LOC127817892
127817891	1	LOC127817891
127817890	1	LOC127817890
127817889	1	LOC127817889
127817888	1	LOC127817888
127817887	1	LOC127817887
127817886	1	LOC127817886
127817885	1	LOC127817885
127817884	1	LOC127817884
127817852	1	LOC127817852
127817850	1	LOC127817850
127818030	1	LOC127818030
127817803	1	LOC127817803
127817816	1	LOC127817816
127817815	1	LOC127817815
127817814	1	LOC127817814
127817813	1	LOC127817813
127817812	1	LOC127817812
127817810	1	LOC127817810
127817809	1	LOC127817809
127817808	1	LOC127817808
127817807	1	LOC127817807
127817806	1	LOC127817806
127817805	1	LOC127817805
127817804	1	LOC127817804
127817802	1	LOC127817802
127817818	1	LOC127817818
127817801	1	LOC127817801
127817800	1	LOC127817800
127817799	1	LOC127817799
127817798	1	LOC127817798
127817797	1	LOC127817797
127817796	1	LOC127817796
127817795	1	LOC127817795
127817794	1	LOC127817794
127817793	1	LOC127817793
127817792	1	LOC127817792
127817791	1	LOC127817791
127817790	1	LOC127817790
554224	1	PPIP5K1P1
127817819	1	LOC127817819
127817849	1	LOC127817849
127817836	1	LOC127817836
127817848	1	LOC127817848
127817847	1	LOC127817847
553992	1	MGR7
127817845	1	LOC127817845
127817844	1	LOC127817844
127817843	1	LOC127817843
127817842	1	LOC127817842
127817841	1	LOC127817841
127817840	1	LOC127817840
127817839	1	LOC127817839
127817838	1	LOC127817838
127817837	1	LOC127817837
127817835	1	LOC127817835
127817820	1	LOC127817820
127817834	1	LOC127817834
127817833	1	LOC127817833
127817832	1	LOC127817832
127817831	1	LOC127817831
127817830	1	LOC127817830
127817829	1	LOC127817829
127817828	1	LOC127817828
127817827	1	LOC127817827
554049	1	C1DP1
554201	1	CCDC148-AS1
127817822	1	LOC127817822
127817821	1	LOC127817821
127817910	1	LOC127817910
127817911	1	LOC127817911
127817912	1	LOC127817912
127817987	1	LOC127817987
127817999	1	LOC127817999
127817998	1	LOC127817998
127817997	1	LOC127817997
127817996	1	LOC127817996
127817995	1	LOC127817995
127817994	1	LOC127817994
127817993	1	LOC127817993
127817992	1	LOC127817992
127817991	1	LOC127817991
127817990	1	LOC127817990
127817989	1	LOC127817989
127817988	1	LOC127817988
127817986	1	LOC127817986
127818001	1	LOC127818001
127817985	1	LOC127817985
127817984	1	LOC127817984
127817983	1	LOC127817983
127817982	1	LOC127817982
127817981	1	LOC127817981
127817980	1	LOC127817980
127817979	1	LOC127817979
127817978	1	LOC127817978
127817977	1	LOC127817977
127817976	1	LOC127817976
127817975	1	LOC127817975
127817974	1	LOC127817974
127818000	1	LOC127818000
127818002	1	LOC127818002
127817913	1	LOC127817913
127818017	1	LOC127818017
127818029	1	LOC127818029
127818028	1	LOC127818028
127818027	1	LOC127818027
127818026	1	LOC127818026
127818025	1	LOC127818025
127818024	1	LOC127818024
127818023	1	LOC127818023
127818022	1	LOC127818022
127818021	1	LOC127818021
127818020	1	LOC127818020
127818019	1	LOC127818019
127818018	1	LOC127818018
127818016	1	LOC127818016
